Date,Close,High,Low,Open,Volume,MA7,MA30,Return_Harian
2021-06-04,1889.800048828125,1895.5,1854.0,1869.300048828125,367,1895.8428606305804,1840.9033365885416,0.9940197809753748
2021-06-07,1896.800048828125,1899.699951171875,1883.199951171875,1890.5,87,1895.2000034877233,1844.8966715494792,0.37040955757943195
2021-06-08,1892.199951171875,1902.9000244140625,1890.0,1896.5,930,1894.7000034877233,1848.6633382161458,-0.24251884952724012
2021-06-09,1893.199951171875,1897.699951171875,1889.199951171875,1894.9000244140625,148,1893.3714250837054,1852.5033365885417,0.05284853745930462
2021-06-10,1894.199951171875,1899.800048828125,1871.5,1887.699951171875,186,1892.1285574776787,1856.536669921875,0.05282062253282316
2021-06-11,1877.4000244140625,1902.300048828125,1875.199951171875,1900.9000244140625,349,1887.8285609654017,1860.1800048828125,-0.886914116295856
2021-06-14,1864.0,1866.5999755859375,1846.5,1866.199951171875,41,1886.7999965122767,1863.4033365885416,-0.7137543538833557
2021-06-15,1854.5,1867.199951171875,1854.4000244140625,1866.4000244140625,78,1881.7571323939733,1865.5066691080729,-0.5096566523605128
2021-06-16,1859.5,1860.0999755859375,1809.199951171875,1859.4000244140625,117,1876.4285539899554,1868.2966674804688,0.2696144513345988
2021-06-17,1773.800048828125,1823.300048828125,1769.5999755859375,1811.800048828125,1135,1859.5142822265625,1867.9533365885416,-4.608763171383434
2021-06-18,1767.9000244140625,1792.4000244140625,1767.9000244140625,1775.699951171875,354,1841.614292689732,1866.3666707356772,-0.33262060275397465
2021-06-21,1781.800048828125,1785.199951171875,1766.800048828125,1768.800048828125,38,1825.557163783482,1864.72333984375,0.7862449359187895
2021-06-22,1776.300048828125,1786.9000244140625,1775.9000244140625,1783.4000244140625,101,1811.1143101283483,1862.6833414713542,-0.30867661069026164
2021-06-23,1782.300048828125,1793.199951171875,1780.5999755859375,1780.699951171875,136,1799.4428885323662,1860.8966756184896,0.3377807709884495
2021-06-24,1775.5999755859375,1786.4000244140625,1775.5999755859375,1778.9000244140625,78,1788.1714564732142,1859.330008951823,-0.37592285578361695
2021-06-25,1776.5999755859375,1788.0,1775.199951171875,1777.699951171875,35,1776.3285958426338,1857.7566731770833,0.05631899153806241
2021-06-28,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,888,1777.1571568080358,1855.813338216146,0.16886187331002223
2021-06-29,1762.800048828125,1777.0999755859375,1752.0999755859375,1776.800048828125,419,1776.4285888671875,1852.32333984375,-0.9440282641204889
2021-06-30,1770.800048828125,1770.800048828125,1759.199951171875,1761.0999755859375,51,1774.8571602957588,1849.0900065104167,0.45382345010247516
2021-07-01,1775.9000244140625,1781.199951171875,1768.800048828125,1775.699951171875,44,1774.800013950893,1845.5766723632812,0.28800403463464797
2021-07-02,1782.5999755859375,1787.9000244140625,1778.300048828125,1778.699951171875,23,1774.8428606305804,1842.2700032552084,0.37727074045654785
2021-07-06,1793.5,1809.800048828125,1786.699951171875,1786.699951171875,332,1777.4000069754463,1839.496671549479,0.6114677753476183
2021-07-07,1801.5,1808.4000244140625,1797.199951171875,1798.699951171875,244,1780.9571533203125,1836.7266723632813,0.4460551993309192
2021-07-08,1799.5999755859375,1818.5,1797.0,1797.0,148,1783.8142961774554,1833.443339029948,-0.10546902104149325
2021-07-09,1810.0,1810.0999755859375,1798.800048828125,1803.5999755859375,218,1790.5571463448662,1830.4000040690105,0.5779075658564725
2021-07-12,1805.5,1805.5,1799.5,1802.5999755859375,147,1795.5142822265625,1827.3933390299478,-0.24861878453038555
2021-07-13,1809.4000244140625,1812.0,1800.5999755859375,1808.0999755859375,78,1800.2999965122767,1824.2900065104166,0.21600799856342778
2021-07-14,1824.300048828125,1829.0,1813.0999755859375,1813.0999755859375,707,1806.2571498325892,1821.6700073242187,0.8234787340012151
2021-07-15,1828.4000244140625,1833.0,1823.4000244140625,1831.5999755859375,99,1811.2428676060267,1819.033341471354,0.22474239303842403
2021-07-16,1814.5,1831.4000244140625,1814.5,1830.0999755859375,78,1813.1000104631696,1817.1433430989584,-0.7602288464482521
2021-07-19,1808.699951171875,1813.4000244140625,1803.300048828125,1803.300048828125,33,1814.4000069754463,1814.4400065104167,-0.3196499767497918
2021-07-20,1810.9000244140625,1824.0,1810.9000244140625,1812.9000244140625,128,1814.5285818917412,1811.5766723632812,0.12163837571632641
2021-07-21,1802.9000244140625,1807.0,1800.0,1807.0,135,1814.1571568080358,1808.600008138021,-0.4417692800345763
2021-07-22,1805.0,1805.0,1793.5999755859375,1793.5999755859375,2,1813.5285818917412,1805.660009765625,0.11647765031341795
2021-07-23,1801.4000244140625,1801.4000244140625,1800.0,1800.0,1,1810.2571498325892,1802.5666788736978,-0.19944463079986097
2021-07-26,1798.699951171875,1802.5,1797.199951171875,1802.5,17,1806.0142822265625,1799.9433430989584,-0.14988748782024386
2021-07-27,1799.5,1803.699951171875,1799.5,1803.699951171875,1,1803.8714250837054,1797.7933430989583,0.04447928225070896
2021-07-28,1799.5,1799.5,1799.5,1799.5,209783,1802.5571463448662,1795.960009765625,0.0
2021-07-29,1831.199951171875,1832.5999755859375,1806.0999755859375,1806.5999755859375,30496,1805.4571358816963,1795.0166748046875,1.7615977311405961
2021-07-30,1812.5999755859375,1830.5,1808.9000244140625,1828.0,3100,1806.8428431919642,1796.3100056966146,-1.0157260857305284
2021-08-02,1818.0999755859375,1818.699951171875,1804.800048828125,1812.4000244140625,1334,1808.7142682756696,1797.9833374023438,0.303431538898824
2021-08-03,1810.0999755859375,1813.5,1806.0,1812.300048828125,3341,1809.9571184430804,1798.926668294271,-0.44001980679977404
2021-08-04,1810.5,1831.300048828125,1806.300048828125,1809.300048828125,2860,1811.6428397042412,1800.0666666666666,0.02209957568410914
2021-08-05,1805.0999755859375,1813.699951171875,1796.0,1810.800048828125,588,1812.442836216518,1800.8266642252604,-0.29826149760080467
2021-08-06,1760.0,1800.0999755859375,1758.4000244140625,1799.800048828125,859,1806.7999790736608,1800.3066650390624,-2.4984752199831983
2021-08-09,1723.4000244140625,1753.800048828125,1692.5999755859375,1753.5,1621,1791.3999895368304,1798.5333333333333,-2.0795440673828103
2021-08-10,1728.800048828125,1735.199951171875,1720.0999755859375,1728.5999755859375,1363,1779.4285714285713,1796.8400024414063,0.31333551918095726
2021-08-11,1750.4000244140625,1752.199951171875,1727.300048828125,1727.300048828125,542,1769.7571498325892,1796.426668294271,1.2494201166051155
2021-08-12,1749.0,1752.4000244140625,1745.5,1749.699951171875,739,1761.0285818917412,1795.7,-0.07998311211925291
2021-08-13,1775.199951171875,1777.300048828125,1757.4000244140625,1758.300048828125,436,1755.9857177734375,1795.6766642252603,1.4979960647155455
2021-08-16,1786.9000244140625,1787.800048828125,1771.9000244140625,1776.9000244140625,219,1753.3857247488838,1795.819999186198,0.6590848109512271
2021-08-17,1785.0,1794.199951171875,1780.0,1787.699951171875,200,1756.9571533203125,1795.5366658528646,-0.1063307621077203
2021-08-18,1781.5999755859375,1791.5,1779.0,1787.800048828125,263,1765.2714320591517,1794.8733317057292,-0.1904775582107887
2021-08-19,1780.199951171875,1789.300048828125,1775.5,1780.0,245,1772.6142752511162,1794.2266642252605,-0.07858242216253197
2021-08-20,1781.0,1787.5,1778.199951171875,1784.0999755859375,235,1776.9857003348213,1793.2599975585938,0.04494151500220589
2021-08-23,1803.199951171875,1804.800048828125,1776.800048828125,1776.800048828125,32,1784.728550502232,1793.183329264323,1.2464879939289686
2021-08-24,1805.5999755859375,1805.5999755859375,1801.0,1801.0,22,1789.0714111328125,1793.056660970052,0.13309807448158573
2021-08-25,1788.199951171875,1792.9000244140625,1784.0,1792.0,812,1789.257114955357,1791.8533243815104,-0.9636699517796554
2021-08-26,1792.199951171875,1792.199951171875,1781.0,1787.4000244140625,61,1790.285679408482,1790.6466552734375,0.22368863154138552
2021-08-27,1816.5999755859375,1816.5999755859375,1803.0999755859375,1803.4000244140625,1219,1795.285679408482,1790.7166544596355,1.3614565940651913
2021-08-30,1809.0,1820.300048828125,1807.800048828125,1818.199951171875,684,1799.3999720982142,1790.7266560872397,-0.41836263833957554
2021-08-31,1815.0,1815.9000244140625,1801.0999755859375,1815.9000244140625,82,1804.257114955357,1790.8633219401042,0.3316749585406287
2021-09-01,1813.0999755859375,1815.9000244140625,1809.5,1813.5,114,1805.6714041573662,1791.2033203125,-0.10468454071970168
2021-09-02,1808.699951171875,1813.9000244140625,1806.800048828125,1813.199951171875,26,1806.1142578125,1791.3266520182292,-0.2426796356136185
2021-09-03,1830.9000244140625,1833.9000244140625,1818.9000244140625,1820.9000244140625,53,1812.2142682756696,1792.3099853515625,1.227404978244384
2021-09-07,1795.9000244140625,1825.699951171875,1792.699951171875,1825.699951171875,48,1812.7428501674108,1792.2166544596355,-1.9116281355231801
2021-09-08,1790.699951171875,1790.699951171875,1781.699951171875,1781.699951171875,69,1809.0428466796875,1791.923319498698,-0.2895524901996738
2021-09-09,1797.4000244140625,1798.699951171875,1787.9000244140625,1798.699951171875,49,1807.385707310268,1791.8533203125,0.37415945858505495
2021-09-10,1789.5999755859375,1789.5999755859375,1789.5999755859375,1789.5999755859375,0,1803.7571323939733,1790.4666544596355,-0.43396287538539635
2021-09-13,1792.0,1796.0,1784.0,1789.800048828125,533,1800.7428501674108,1789.7799886067708,0.13410954664752062
2021-09-14,1804.699951171875,1806.199951171875,1783.0,1791.4000244140625,764,1800.171421595982,1789.333321126302,0.7087026323590928
2021-09-15,1792.4000244140625,1803.699951171875,1792.4000244140625,1803.699951171875,59,1794.671421595982,1788.7433227539063,-0.6815496808666444
2021-09-16,1754.5999755859375,1792.9000244140625,1743.9000244140625,1792.9000244140625,1645,1788.7714146205358,1786.879988606771,-2.108906957891943
2021-09-17,1749.4000244140625,1763.0,1749.4000244140625,1758.800048828125,581,1782.8714250837054,1785.0233235677083,-0.29636106487113123
2021-09-20,1761.800048828125,1761.800048828125,1750.9000244140625,1751.800048828125,185,1777.7857142857142,1785.0833251953125,0.7088158363445674
2021-09-21,1776.0,1776.0,1759.0,1762.199951171875,106,1775.8428606305804,1786.8366577148438,0.805991076076995
2021-09-22,1776.699951171875,1784.300048828125,1767.0,1776.699951171875,17,1773.6571393694196,1788.4333211263022,0.0394116650830556
2021-09-23,1747.699951171875,1766.800048828125,1738.199951171875,1766.800048828125,31,1765.5142822265625,1788.3433186848958,-1.632239590082285
2021-09-24,1749.699951171875,1749.699951171875,1745.0,1749.699951171875,76,1759.414271763393,1788.366650390625,0.11443611923540598
2021-09-27,1750.0,1754.4000244140625,1747.5,1751.699951171875,808,1758.7571323939733,1787.5266520182292,0.017148587557769268
2021-09-28,1735.800048828125,1741.699951171875,1726.800048828125,1739.5999755859375,15748,1756.8142787388392,1785.8233194986979,-0.811425781249997
2021-09-29,1721.5,1744.0999755859375,1721.4000244140625,1732.4000244140625,6634,1751.05712890625,1783.7066528320313,-0.8238304197409896
2021-09-30,1755.300048828125,1760.300048828125,1724.5,1725.5,997,1748.0999930245537,1782.829988606771,1.9634068445033348
2021-10-01,1757.0,1762.5999755859375,1748.5,1754.300048828125,2220,1745.2857142857142,1782.0566569010416,0.09684675694106026
2021-10-04,1766.199951171875,1768.9000244140625,1749.5,1764.5,417,1747.9285714285713,1781.563321940104,0.5236170274260044
2021-10-05,1759.5999755859375,1764.300048828125,1749.0,1764.300048828125,98,1749.3428606305804,1780.109989420573,-0.3736822425772557
2021-10-06,1760.5,1762.9000244140625,1744.699951171875,1759.300048828125,56,1750.8428606305804,1778.6066569010416,0.05114937636678807
2021-10-07,1757.9000244140625,1762.4000244140625,1752.800048828125,1762.4000244140625,336,1754.0,1777.596659342448,-0.14768392990273105
2021-10-08,1756.300048828125,1780.0,1754.199951171875,1757.0,254,1758.971435546875,1776.3999959309897,-0.09101630147998474
2021-10-11,1754.5999755859375,1757.800048828125,1752.199951171875,1756.5999755859375,128,1758.8714250837054,1774.3333292643229,-0.09679856487631033
2021-10-12,1758.300048828125,1768.0,1749.800048828125,1751.9000244140625,139,1759.0571463448662,1772.643330891927,0.21087845056830812
2021-10-13,1793.699951171875,1794.5,1760.800048828125,1760.800048828125,150,1762.9857177734375,1771.933329264323,2.0133026992374514
2021-10-14,1796.699951171875,1799.9000244140625,1792.0,1792.199951171875,337,1768.2857142857142,1771.3866617838542,0.16725205339054305
2021-10-15,1767.199951171875,1795.4000244140625,1766.5999755859375,1794.5,874,1769.2428501674108,1770.003328450521,-1.6418990817447798
2021-10-18,1764.800048828125,1770.0999755859375,1759.5,1761.5999755859375,266,1770.2285679408483,1767.7999959309896,-0.13580253565299572
2021-10-19,1769.699951171875,1785.0,1767.5,1777.5999755859375,51,1772.1428397042412,1766.92666015625,0.2776463173266297
2021-10-20,1784.0999755859375,1785.5999755859375,1774.0,1774.5999755859375,127,1776.3571254185267,1766.706660970052,0.813698638830096
2021-10-21,1781.199951171875,1785.699951171875,1781.0,1782.0,146,1779.6285400390625,1766.166658528646,-0.16254831308486484
2021-10-22,1795.5,1806.9000244140625,1784.0,1787.0999755859375,532,1779.8856898716517,1766.3633260091146,0.8028323164233742
2021-10-25,1806.0,1809.0,1794.0,1794.300048828125,140,1781.2142682756696,1766.8299926757813,0.5847953216374213
2021-10-26,1792.699951171875,1808.800048828125,1788.5999755859375,1808.800048828125,359,1784.8571254185267,1766.4299926757812,-0.7364368121885345
2021-10-27,1797.9000244140625,1798.0999755859375,1791.5,1791.5,543,1789.585693359375,1766.6133260091146,0.29006935816493495
2021-10-28,1801.5999755859375,1807.300048828125,1795.5,1795.5,452,1794.1428397042412,1768.1799926757812,0.2057929318445284
2021-10-29,1783.0,1797.0,1774.5999755859375,1793.0999755859375,583,1793.9857003348213,1769.2999918619792,-1.032414289408956
2021-11-01,1795.0999755859375,1795.0999755859375,1786.699951171875,1787.5,142,1795.9714181082588,1770.4099894205729,0.6786301506414683
2021-11-02,1788.699951171875,1795.5,1787.699951171875,1790.5,213,1794.9999825613838,1770.833321126302,-0.35652746371263033
2021-11-03,1763.5999755859375,1768.0,1761.800048828125,1768.0,108,1788.942836216518,1770.3966552734375,-1.4032524331145213
2021-11-04,1793.0,1798.199951171875,1776.199951171875,1776.5999755859375,103,1788.9857003348213,1771.9066569010417,1.6670460887421301
2021-11-05,1816.4000244140625,1817.0999755859375,1794.9000244140625,1794.9000244140625,239,1791.6285574776787,1774.1299926757813,1.3050766544373982
2021-11-08,1827.4000244140625,1827.4000244140625,1816.9000244140625,1817.0,261,1795.3142787388392,1776.7099934895834,0.6055934734722435
2021-11-09,1830.199951171875,1832.699951171875,1820.699951171875,1826.0999755859375,170,1802.05712890625,1779.8566569010416,0.1532191485392076
2021-11-10,1847.5999755859375,1865.0,1824.9000244140625,1825.800048828125,795,1809.55712890625,1784.059989420573,0.9507171280887183
2021-11-11,1863.199951171875,1866.5,1853.9000244140625,1853.9000244140625,292,1820.199986049107,1787.6566528320313,0.8443372911925984
2021-11-12,1867.9000244140625,1867.9000244140625,1847.5999755859375,1860.800048828125,210,1835.0999930245537,1791.3533203125,0.2522581239459143
2021-11-15,1866.0999755859375,1866.9000244140625,1864.5,1864.5,87,1845.5428466796875,1794.6833211263022,-0.09636751456704173
2021-11-16,1853.5999755859375,1853.5999755859375,1853.5999755859375,1853.5999755859375,1,1850.8571254185267,1797.8166544596354,-0.6698462120752757
2021-11-17,1869.699951171875,1869.699951171875,1862.5999755859375,1862.5999755859375,2,1856.8999720982142,1801.4566528320313,0.8685787547471291
2021-11-18,1861.0,1861.0,1861.0,1861.0,9,1861.2999790736608,1804.8933186848958,-0.4653126918264139
2021-11-19,1851.199951171875,1851.199951171875,1851.199951171875,1851.199951171875,21,1861.8142613002233,1808.0566487630208,-0.5266012266590514
2021-11-22,1806.0,1841.5999755859375,1805.699951171875,1841.5999755859375,14,1853.6428397042412,1809.7699829101562,-2.4416568908864678
2021-11-23,1783.5,1795.5,1783.5,1795.5,264,1841.585693359375,1810.609981282552,-1.2458471760797396
2021-11-24,1784.0999755859375,1793.0,1781.4000244140625,1793.0,188,1829.8714076450892,1810.2899820963542,0.03364034684258943
2021-11-26,1785.300048828125,1791.4000244140625,1785.300048828125,1791.0999755859375,186800,1820.1142752511162,1809.9099853515625,0.0672649099607403
2021-11-29,1782.300048828125,1798.9000244140625,1779.0999755859375,1791.699951171875,26926,1807.6285749162946,1810.4133219401042,-0.16803898044864818
2021-11-30,1773.5999755859375,1808.0999755859375,1768.699951171875,1783.9000244140625,4903,1795.142857142857,1810.7066528320313,-0.4881374069370614
2021-12-01,1781.5999755859375,1790.5,1772.300048828125,1774.800048828125,1128,1785.2000034877233,1811.1033203125,0.4510599971877527
2021-12-02,1760.699951171875,1780.9000244140625,1760.5999755859375,1780.9000244140625,1557,1778.7285679408483,1810.3233194986979,-1.173104215338172
2021-12-03,1782.0,1785.0999755859375,1766.5,1767.5,694,1778.5142822265625,1810.3499877929687,1.209748930472121
2021-12-06,1777.5,1783.0,1777.199951171875,1780.199951171875,381,1777.5714285714287,1809.7499877929688,-0.2525252525252486
2021-12-07,1782.5999755859375,1786.0999755859375,1772.300048828125,1779.5,308,1777.1857038225446,1808.9699869791666,0.2869184577179995
2021-12-08,1783.4000244140625,1789.9000244140625,1779.0,1789.9000244140625,1383,1777.3428431919642,1808.6599894205729,0.044881007465624734
2021-12-09,1774.5999755859375,1783.5,1771.800048828125,1783.5,455,1777.4857003348213,1807.883321126302,-0.49344222875719046
2021-12-10,1782.9000244140625,1785.4000244140625,1769.0999755859375,1773.800048828125,545,1777.671421595982,1807.259989420573,0.4677137914072427
2021-12-13,1786.300048828125,1787.0999755859375,1783.800048828125,1784.4000244140625,206,1781.328578404018,1807.369991048177,0.19070191079164633
2021-12-14,1770.4000244140625,1787.0,1769.0,1787.0,322,1779.6714390345983,1806.5466593424478,-0.8901093869696508
2021-12-15,1762.5999755859375,1778.699951171875,1753.9000244140625,1767.4000244140625,283,1777.5428641183037,1805.67666015625,-0.44058115231366823
2021-12-16,1796.5999755859375,1798.0999755859375,1781.0,1781.0,21,1779.5428641183037,1806.77666015625,1.928968595877656
2021-12-17,1803.800048828125,1812.9000244140625,1803.800048828125,1804.0,654,1782.4571533203125,1807.1366617838542,0.4007610675737183
2021-12-20,1793.699951171875,1799.800048828125,1792.0,1796.800048828125,226,1785.1857212611608,1806.3799926757813,-0.5599344374567328
2021-12-21,1787.9000244140625,1796.5,1787.9000244140625,1791.4000244140625,575,1785.9000069754463,1805.0633260091147,-0.32334988658628827
2021-12-22,1801.5999755859375,1805.199951171875,1785.5,1786.0,567,1788.0857107979912,1804.1099934895833,0.7662593536998719
2021-12-23,1811.199951171875,1811.199951171875,1800.800048828125,1806.0,193,1793.914271763393,1802.896659342448,0.5328583323728875
2021-12-27,1808.0999755859375,1812.0999755859375,1807.0,1810.0,150,1800.414271763393,1801.0599934895833,-0.17115590048087936
2021-12-28,1810.199951171875,1818.0,1805.5,1812.0,146,1802.3571254185267,1799.1366577148438,0.11614266989063982
2021-12-29,1805.0999755859375,1805.0999755859375,1791.4000244140625,1803.199951171875,623,1802.5428292410713,1797.1033243815104,-0.28173548356554834
2021-12-30,1812.699951171875,1816.0,1796.0,1801.699951171875,306,1805.257114955357,1795.739990234375,0.4210279590453503
2021-12-31,1827.5,1827.800048828125,1821.4000244140625,1825.0999755859375,80,1810.9142543247767,1794.3333251953125,0.8164643474810607
2022-01-03,1799.4000244140625,1830.0999755859375,1798.800048828125,1830.0999755859375,116,1810.5999755859375,1792.2799926757812,-1.5376183631156004
2022-01-04,1814.0,1815.300048828125,1800.0,1800.5,38,1810.9999825613838,1791.0399943033854,0.8113802038371976
2022-01-05,1824.5999755859375,1824.5999755859375,1813.0999755859375,1813.0999755859375,8,1813.3571254185267,1791.6599934895833,0.5843426453107758
2022-01-06,1788.699951171875,1791.300048828125,1787.0999755859375,1787.0999755859375,30,1810.2856968470983,1791.8333251953125,-1.9675558968772822
2022-01-07,1797.0,1797.0,1784.4000244140625,1791.800048828125,17,1809.1285574776787,1792.2633260091145,0.46402689409630327
2022-01-10,1798.4000244140625,1798.699951171875,1790.4000244140625,1794.9000244140625,534,1807.0857107979912,1792.6999918619792,0.07790898241861743
2022-01-11,1818.5999755859375,1822.5,1803.0,1803.9000244140625,743,1805.8142787388392,1793.9099894205729,1.1232179102341977
2022-01-12,1827.199951171875,1827.199951171875,1816.9000244140625,1819.0,1547,1809.7856968470983,1795.6966552734375,0.4728898988996644
2022-01-13,1821.199951171875,1823.0,1815.4000244140625,1819.800048828125,40,1810.8142613002233,1797.0166544596354,-0.3283712872338862
2022-01-14,1816.5,1822.0,1816.5,1821.5,816,1809.6571219308037,1798.8766560872396,-0.2580689269649272
2022-01-18,1812.300048828125,1820.0999755859375,1812.300048828125,1816.800048828125,900,1813.028564453125,1799.8866577148438,-0.23121118479906277
2022-01-19,1843.0999755859375,1843.0999755859375,1817.4000244140625,1817.4000244140625,4,1819.6142752511162,1802.0733235677083,1.699493788444606
2022-01-20,1842.5,1843.0,1838.199951171875,1840.5999755859375,20,1825.914271763393,1804.0699910481771,-0.03255252530437458
2022-01-21,1831.800048828125,1842.4000244140625,1828.9000244140625,1838.0,19,1827.7999965122767,1805.6833251953126,-0.5807300500339174
2022-01-24,1841.699951171875,1842.0999755859375,1837.9000244140625,1837.9000244140625,8,1829.8714250837054,1807.919991048177,0.5404466688426757
2022-01-25,1852.699951171875,1852.699951171875,1842.0,1843.0,11,1834.3714250837054,1810.2466552734375,0.5972742733147518
2022-01-26,1829.9000244140625,1829.9000244140625,1829.9000244140625,1829.9000244140625,55,1836.2857142857142,1811.6999877929688,-1.2306324477091457
2022-01-27,1793.300048828125,1793.300048828125,1793.300048828125,1793.300048828125,196036,1833.5714285714287,1812.4633219401042,-2.000107934730311
2022-01-28,1784.9000244140625,1798.4000244140625,1778.800048828125,1797.5,28521,1825.2571498325892,1813.2066569010417,-0.46841154214832814
2022-01-31,1795.0,1798.5,1785.0999755859375,1788.5,1735,1818.471435546875,1813.1533243815104,0.5658566557111833
2022-02-01,1800.300048828125,1806.0999755859375,1797.0999755859375,1797.199951171875,223,1813.971435546875,1813.0366577148438,0.2952673441852349
2022-02-02,1809.199951171875,1810.0999755859375,1795.0999755859375,1797.800048828125,1690,1809.328578404018,1813.5533243815105,0.49435661291812316
2022-02-03,1803.0,1808.0999755859375,1787.9000244140625,1805.800048828125,466,1802.2285853794642,1814.0566569010416,-0.34269021330998184
2022-02-04,1806.5999755859375,1813.699951171875,1792.5,1806.0,571,1798.9000069754463,1814.2233235677083,0.1996658672178242
2022-02-07,1820.5999755859375,1821.300048828125,1809.0999755859375,1812.199951171875,601,1802.7999965122767,1814.5366577148438,0.7749363549869104
2022-02-08,1826.5999755859375,1827.5999755859375,1815.0,1818.9000244140625,108,1808.7571323939733,1815.1533243815104,0.3295616873810525
2022-02-09,1835.199951171875,1835.199951171875,1825.300048828125,1825.4000244140625,683,1814.4999825613838,1815.9866577148437,0.47081877263130956
2022-02-10,1836.199951171875,1842.0999755859375,1820.800048828125,1833.300048828125,365,1819.6285400390625,1817.0233235677083,0.054489975294602644
2022-02-11,1840.800048828125,1864.800048828125,1822.0,1822.0,181,1824.1428397042412,1817.9599934895834,0.25052269788561343
2022-02-14,1868.0,1870.5999755859375,1854.5999755859375,1861.800048828125,79,1833.4285539899554,1819.3099934895833,1.4776157350273156
2022-02-15,1854.800048828125,1879.699951171875,1847.4000244140625,1872.5999755859375,86,1840.3142787388392,1821.1566609700521,-0.7066355017063652
2022-02-16,1870.199951171875,1870.199951171875,1856.300048828125,1858.699951171875,34,1847.3999895368304,1823.0299926757812,0.8302729101975048
2022-02-17,1900.699951171875,1900.699951171875,1876.199951171875,1876.300048828125,393,1857.9857003348213,1825.5666585286458,1.6308416637958123
2022-02-18,1898.5999755859375,1899.4000244140625,1890.699951171875,1899.4000244140625,51,1867.0428466796875,1829.2299926757812,-0.11048432892538651
2022-02-22,1906.0999755859375,1912.0,1890.800048828125,1908.0999755859375,173,1877.028564453125,1832.8666585286458,0.39502792038568213
2022-02-23,1909.199951171875,1910.5999755859375,1895.699951171875,1896.5999755859375,73,1886.7999790736608,1836.559989420573,0.16263446963136197
2022-02-24,1925.0999755859375,1972.5,1911.699951171875,1911.9000244140625,2706,1894.9571184430804,1840.109989420573,0.8328108537978496
2022-02-25,1886.5,1920.0,1883.5999755859375,1906.9000244140625,586,1899.4856828962054,1842.0866577148438,-2.005089401873217
2022-02-28,1899.4000244140625,1928.4000244140625,1894.199951171875,1928.300048828125,390,1903.6571219308037,1844.6933268229166,0.6838072840743337
2022-03-01,1942.4000244140625,1942.4000244140625,1903.800048828125,1908.300048828125,547,1909.6142752511162,1848.8899943033855,2.2638727728386154
2022-03-02,1920.9000244140625,1948.199951171875,1919.800048828125,1945.5999755859375,109,1912.7999965122767,1852.5099934895834,-1.1068780750497331
2022-03-03,1934.4000244140625,1940.300048828125,1924.800048828125,1930.5,122,1916.8428606305804,1855.553328450521,0.7027955556467846
2022-03-04,1965.0999755859375,1970.9000244140625,1935.5999755859375,1937.0,47,1924.828578404018,1859.6399943033855,1.5870528734703848
2022-03-07,1993.9000244140625,2001.0999755859375,1963.0,1989.0,2516,1934.6571568080358,1865.0433268229167,1.4655767740029413
2022-03-08,2040.0999755859375,2072.0,1998.0,1999.4000244140625,1813,1956.6000104631696,1871.6566609700521,2.317064577269945
2022-03-09,1985.9000244140625,2063.0,1980.800048828125,2053.60009765625,1022,1968.9571533203125,1876.0966634114584,-2.656730151487219
2022-03-10,1998.0999755859375,2010.5,1978.0999755859375,1978.0999755859375,670,1976.9142892020088,1881.7033284505208,0.614328567495459
2022-03-11,1982.699951171875,1996.0,1959.9000244140625,1985.0,865,1985.7428501674108,1888.0166585286458,-0.7707334268670207
2022-03-14,1959.5999755859375,1977.699951171875,1959.5999755859375,1976.5,145,1989.3428431919642,1893.839990234375,-1.1650767213810753
2022-03-15,1928.5,1939.9000244140625,1910.699951171875,1939.800048828125,71,1984.1142752511162,1898.289990234375,-1.5870573572873359
2022-03-16,1908.0,1922.4000244140625,1907.199951171875,1922.4000244140625,104,1971.8428431919642,1901.879988606771,-1.0630023334197602
2022-03-17,1942.0999755859375,1947.199951171875,1933.9000244140625,1933.9000244140625,39,1957.8428431919642,1906.309989420573,1.787210460478894
2022-03-18,1928.199951171875,1939.300048828125,1928.199951171875,1934.5,28,1949.5999755859375,1910.4833211263021,-0.7157213628957937
2022-03-21,1928.5999755859375,1928.5999755859375,1925.0,1925.4000244140625,5,1939.6714041573662,1914.5499877929688,0.02074600270678406
2022-03-22,1920.699951171875,1920.699951171875,1920.699951171875,1920.699951171875,26,1930.8142613002233,1917.8866536458333,-0.40962483221345103
2022-03-23,1936.5999755859375,1936.5999755859375,1936.5999755859375,1936.5999755859375,204,1927.5285470145088,1921.5533203125,0.827824481609496
2022-03-24,1961.5999755859375,1964.0,1961.5999755859375,1963.5999755859375,8,1932.257114955357,1925.7666544596354,1.2909222511187979
2022-03-25,1953.800048828125,1953.800048828125,1953.800048828125,1953.800048828125,83,1938.7999790736608,1929.6866577148437,-0.3976308551636554
2022-03-28,1939.5999755859375,1939.5999755859375,1932.5999755859375,1932.5999755859375,7,1938.442836216518,1932.9799886067708,-0.726792552324107
2022-03-29,1912.0,1912.0,1893.5,1893.5,128051,1936.1285574776787,1934.4466552734375,-1.4229725682276206
2022-03-30,1933.5,1937.0,1914.5,1918.4000244140625,17765,1936.8285609654017,1937.0699869791667,1.124476987447709
2022-03-31,1949.199951171875,1949.9000244140625,1919.0999755859375,1933.5,3617,1940.8999895368304,1939.7033203125,0.8119964402314439
2022-04-01,1919.0999755859375,1938.0,1917.0,1935.0,1016,1938.3999895368304,1940.3166544596354,-1.5442220572518095
